species_name,classification
Corymbia_foelscheana,Common
Corymbia_gummifera,Common
Corymbia_intermedia,Adaptable Survivor
Corymbia_maculata,Common
Corymbia_nesophila,Competitively Rare
Corymbia_porrecta,Competitively Rare
Corymbia_terminalis,Common
Corymbia_trachyphloia,Common
Corynephorus_canescens,Common
Cotinus_coggygria,Potentially Invasive
Cotoneaster_acutifolius,Potentially Invasive
Cotoneaster_glaucophyllus,Common
Cotoneaster_integerrimus,Common
Cotoneaster_multiflorus,Common
Cotula_alpina,Competitively Rare
Couratari_guianensis,Competitively Rare
Couratari_multiflora,Competitively Rare
Crambe_maritima,Common
Craspedia_aurantia,Competitively Rare
Craspedia_lamicola,Competitively Rare
Crassula_helmsii,Common
Crassula_moschata,Competitively Rare
Crataegus_douglasii,Potentially Invasive
Crataegus_monogyna,Potentially Invasive
Crataegus_pinnatifida,Common
Crataegus_rhipidophylla,Common
Crepis_aurea,Competitively Rare
Crepis_biennis,Common
Crepis_conyzifolia,Competitively Rare
Crepis_foetida,Common
Crepis_nicaeensis,Competitively Rare
Crepis_paludosa,Common
Crepis_pannonica,Competitively Rare
Crepis_praemorsa,Common
Crepis_pulchra,Common
Crepis_pyrenaica,Common
Crocus_heuffelianus,Adaptable Survivor
Crossopetalum_rhacoma,Relict
Croton_capitatus,Common
Croton_schiedeanus,Competitively Rare
Croton_steenkampianus,Competitively Rare
Croton_tiglium,Endemic
Croton_verreauxii,Competitively Rare
Cruciata_glabra,Common
Cruciata_laevipes,Common
Crupina_crupinastrum,Competitively Rare
Crupina_vulgaris,Common
Cryptocarya_alba,Endemic
Cryptocarya_aschersoniana,Competitively Rare
Cryptocarya_glaucescens,Competitively Rare
Cryptocarya_mackinnoniana,Endemic
Cryptocarya_mandioccana,Competitively Rare
Cryptocarya_microneura,Endemic
Cryptostylis_subulata,Adaptable Survivor
Cucumis_sativus,Keystone
Cupania_cinerea,Endemic
Cupania_latifolia,Endemic
Cupania_rufescens,Competitively Rare
Cupania_vernalis,Common
Cupressus_sempervirens,Common
Curatella_americana,Adaptable Survivor
Cussonia_spicata,Adaptable Survivor
Cyclophyllum_coprosmoides,Common
Cyclospermum_leptophyllum,Common
Cydonia_oblonga,Common
Cymbalaria_muralis,Adaptable Survivor
Cymbopetalum_baillonii,Relict
Cymbopogon_obtectus,Common
Cymbopogon_pospischilii,Competitively Rare
Cynoglossum_australe,Common
Cynophalla_flexuosa,Competitively Rare
Cynosurus_cristatus,Potentially Invasive
Cyperus_esculentus,Common
Cypripedium_calceolus,Adaptable Survivor
Cyrilla_racemiflora,Adaptable Survivor
Cytisus_scoparius,Potentially Invasive
Cytisus_villosus,Common
Dactylis_glomerata_subsp._hispanica,Competitively Rare
Dactylorhiza_fuchsii,Common
Dactylorhiza_incarnata,Common
Dactylorhiza_praetermissa,Common
Dactylorhiza_viridis,Common
Dalbergia_melanoxylon,Common
Dalbergia_miscolobium,Competitively Rare
Dalbergia_retusa,Competitively Rare
Dalea_candida,Adaptable Survivor
Dalea_purpurea,Adaptable Survivor
Dampiera_stricta,Adaptable Survivor
Danthonia_decumbens,Common
Daphne_cneorum,Common
Daphne_gnidium,Common
Daphne_laureola,Common
Daphne_striata,Competitively Rare
Daphniphyllum_macropodum,Adaptable Survivor
Daphnopsis_philippiana,Competitively Rare
Darlingia_darlingiana,Relict
Dasiphora_fruticosa,Adaptable Survivor
Dasyphyllum_diacanthoides,Relict
Dasypyrum_villosum,Competitively Rare
Datura_stramonium,Potentially Invasive
Daucus_pusillus,Common
Daviesia_latifolia,Adaptable Survivor
Daviesia_squarrosa,Relict
Decaspermum_bracteatum,Competitively Rare
Delphinium_grandiflorum,Common
Delphinium_nuttallianum,Common
Dendrolobium_triangulare,Competitively Rare
Dendromecon_rigida,Keystone
Dendropanax_arboreus,Common
Denhamia_cunninghamii,Common
Denhamia_cupularis,Competitively Rare
Deschampsia_cespitosa,Common
Descurainia_sophia,Common
Desmodium_ciliare,Potentially Invasive
Desmodium_sessilifolium,Potentially Invasive
Deutzia_scabra,Adaptable Survivor
Dialium_guianense,Relict
Dianella_caerulea,Common
Dianella_tasmanica,Common
Dianthus_alpinus,Competitively Rare
Dianthus_armeria,Common
Dianthus_carthusianorum,Common
Dianthus_caryophyllus,Potentially Invasive
Dianthus_chinensis,Common
Dianthus_sylvestris,Common
Diapensia_lapponica,Adaptable Survivor
Dichanthium_sericeum,Common
Dicorynia_guianensis,Classically Rare
Dictamnus_albus,Adaptable Survivor
Dieteria_canescens,Common
Digitaria_sanguinalis,Common
Dillenia_indica,Adaptable Survivor
Dillenia_suffruticosa,Relict
Dillwynia_retorta,Adaptable Survivor
Dillwynia_sericea,Adaptable Survivor
Dioscorea_communis,Keystone
Dioscorea_villosa,Adaptable Survivor
Diospyros_artanthifolia,Endemic
Diospyros_australis,Common
Diospyros_ferrea,Competitively Rare
Diospyros_maritima,Common
Diospyros_natalensis,Competitively Rare
Diospyros_texana,Common
Dipcadi_serotinum,Adaptable Survivor
Diplospora_dubia,Competitively Rare
Diplotaxis_erucoides,Common
Diplotaxis_harra,Competitively Rare
Diplotaxis_tenuifolia,Common
Diplotropis_purpurea,Relict
Dipsacus_pilosus,Common
Dipsacus_sativus,Common
Dipteryx_alata,Classically Rare
Dissocarpus_biflorus,Common
Dissocarpus_paradoxus,Common
Distylium_racemosum,Relict
Dittrichia_viscosa,Potentially Invasive
Dodonaea_filifolia,Relict
Dodonaea_peduncularis,Relict
Dodonaea_physocarpa,Adaptable Survivor
Dodonaea_triangularis,Adaptable Survivor
Dodonaea_triquetra,Adaptable Survivor
Dombeya_rotundifolia,Common
Doronicum_austriacum,Common
Doronicum_orientale,Common
Doronicum_pardalianches,Common
Doryphora_sassafras,Relict
Draba_aizoides,Common
Draba_asprella,Competitively Rare
Draba_aurea,Competitively Rare
Draba_sauteri,Competitively Rare
Dracocephalum_austriacum,Competitively Rare
Dracocephalum_ruyschiana,Common
Dracophyllum_muscoides,Competitively Rare
Dracophyllum_traversii,Competitively Rare
Drimia_maritima,Adaptable Survivor
Drimys_winteri,Adaptable Survivor
Drosera_arcturi,Adaptable Survivor
Dryas_integrifolia,Relict
Drymaria_molluginea,Relict
Drymocallis_rupestris,Adaptable Survivor
Drypetes_arguta,Classically Rare
Drypetes_glauca,Relict
Drypetes_natalensis,Relict
Duboisia_myoporoides,Adaptable Survivor
Duguetia_lanceolata,Relict
Duguetia_surinamensis,Relict
Duma_florulenta,Common
Dysoxylum_papuanum,Relict
Dysoxylum_pettigrewianum,Classically Rare
Dysoxylum_spectabile,Relict
Dysphania_ambrosioides,Common
Dysphania_melanocarpa,Common
Dysphania_rhadinostachya,Competitively Rare
Ecclinusa_guianensis,Competitively Rare
Ecclinusa_ramiflora,Competitively Rare
Echinops_ritro,Common
Echium_creticum,Common
Echium_italicum,Common
Echium_vulgare,Common
Ekebergia_capensis,Keystone
Elaeagnus_angustifolia,Potentially Invasive
Elaeagnus_commutata,Potentially Invasive
Elaeagnus_pungens,Potentially Invasive
Elaeocarpus_dentatus,Potentially Invasive
Elaeocarpus_reticulatus,Common
Elaeocarpus_sylvestris,Relict
Elaeodendron_australe,Adaptable Survivor
Eleocharis_acuta,Common
Eleocharis_geniculata,Common
Eleocharis_obtusa,Common
Eleocharis_palustris,Common
Eleocharis_pusilla,Common
Eleocharis_quinqueflora,Common
Eleocharis_uniglumis,Common
Eleusine_indica,Common
Elymus_athericus,Common
Elymus_caninus,Common
Elymus_lanceolatus,Common
Elymus_scribneri,Competitively Rare
Elymus_tsukushiensis,Common
Elymus_wawawaiensis,Competitively Rare
Embothrium_coccineum,Adaptable Survivor
Empetrum_nigrum,Common
Empetrum_nigrum_subsp._hermaphroditum,Common
Empodisma_minus,Relict
Encelia_californica,Competitively Rare
Encelia_virginensis,Competitively Rare
Englerophytum_natalense,Competitively Rare
Enneapogon_avenaceus,Common
Enneapogon_polyphyllus,Common
Enterolobium_cyclocarpum,Potentially Invasive
Enterolobium_schomburgkii,Competitively Rare
Entolasia_stricta,Common
Epacris_glacialis,Competitively Rare
Epacris_impressa,Common
Epacris_lanuginosa,Competitively Rare
Epacris_obtusifolia,Common
Epacris_paludosa,Common
Epacris_petrophila,Competitively Rare
Epacris_pulchella,Competitively Rare
Ephedra_distachya,Common
Ephedra_fragilis,Competitively Rare
Ephedra_intermedia,Competitively Rare
Epilobium_dodonaei,Common
Epilobium_gunnianum,Common
Epilobium_montanum,Common
Epilobium_obscurum,Common
Epilobium_roseum,Common
Epilobium_sarmentaceum,Competitively Rare
Epilobium_tasmanicum,Competitively Rare
Epilobium_tetragonum,Common
Epipactis_palustris,Adaptable Survivor
Eragrostis_dielsii,Common
Eragrostis_eriopoda,Common
Eragrostis_microcarpa,Competitively Rare
Eragrostis_minor,Common
Eragrostis_parviflora,Common
Eragrostis_setifolia,Common
Eranthis_hyemalis,Adaptable Survivor
Eremogone_fendleri,Relict
Eremogone_lychnidea,Relict
Eremophila_bowmanii,Potentially Invasive
Eremophila_deserti,Common
Eremophila_duttonii,Potentially Invasive
Eremophila_longifolia,Common
Eremophila_maculata,Potentially Invasive
Eremophila_mitchellii,Potentially Invasive
Eriachne_helmsii,Adaptable Survivor
Erica_arborea,Common
Erica_australis,Common
Erica_carnea,Common
Erica_cinerea,Common
Erica_multiflora,Common
Erica_scoparia,Common
Erica_terminalis,Competitively Rare
Erica_tetralix,Common
Erica_umbellata,Common
Erigeron_acris,Common
Erigeron_annuus,Common
Erigeron_speciosus,Common
Erigeron_sumatrensis,Competitively Rare
Erigeron_uniflorus,Common
Erinacea_anthyllis,Adaptable Survivor
Eriodictyon_californicum,Adaptable Survivor
Eriogonum_racemosum,Adaptable Survivor
Eriophorum_latifolium,Common
Eriophorum_scheuchzeri,Common
Eriophorum_vaginatum,Common
Eriostemon_australasius,Relict
Eritrichium_nanum,Common
Erodium_ciconium,Adaptable Survivor
Erodium_glaucophyllum,Relict
Erodium_malacoides,Adaptable Survivor
Erucastrum_nasturtiifolium,Common
Erucastrum_virgatum,Competitively Rare
Eryngium_campestre,Common
Eryngium_maritimum,Common
Eryngium_yuccifolium,Common
Erysimum_capitatum,Common
Erysimum_cheiranthoides,Common
Erysimum_duriaei,Competitively Rare
Erythranthe_moschata,Adaptable Survivor
Erythrina_caffra,Competitively Rare
Erythrina_fusca,Potentially Invasive
Erythrina_poeppigiana,Common
Erythrina_sandwicensis,Endemic
Erythronium_americanum,Common
Erythronium_dens-canis,Common
Erythronium_grandiflorum,Common
Erythrophleum_chlorostachys,Keystone
Eschweilera_coriacea,Competitively Rare
Eucalyptus_accedens,Relict
Eucalyptus_acmenoides,Adaptable Survivor
Eucalyptus_albida,Competitively Rare
Eucalyptus_amygdalina,Relict
Eucalyptus_bancroftii,Relict
Eucalyptus_blakelyi,Common
Eucalyptus_botryoides,Adaptable Survivor
Eucalyptus_coccifera,Relict
Eucalyptus_dealbata,Common
Eucalyptus_dumosa,Adaptable Survivor
Eucalyptus_eugenioides,Relict
Eucalyptus_exserta,Adaptable Survivor
Eucalyptus_haemastoma,Relict
Eucalyptus_largiflorens,Keystone
Eucalyptus_melliodora,Common
Eucalyptus_microcorys,Relict
Eucalyptus_miniata,Adaptable Survivor
Eucalyptus_nitens,Relict
Eucalyptus_oblonga,Relict
Eucalyptus_paniculata,Competitively Rare
Eucalyptus_platyphylla,Adaptable Survivor
Eucalyptus_populnea,Adaptable Survivor
Eucalyptus_propinqua,Relict
Eucalyptus_pulchella,Relict
Eucalyptus_regnans,Endemic
Eucalyptus_salmonophloia,Adaptable Survivor
Eucalyptus_sideroxylon,Adaptable Survivor
Eucalyptus_sieberi,Relict
Eucalyptus_tectifica,Adaptable Survivor
Eucalyptus_tenuiramis,Competitively Rare
Eucalyptus_tetrodonta,Adaptable Survivor
Eucalyptus_umbra,Relict
Eucalyptus_urophylla,Competitively Rare
Euclea_divinorum,Competitively Rare
Euclea_racemosa,Common
Euclea_undulata,Common
Eucryphia_cordifolia,Relict
Eucryphia_lucida,Relict
Eugenia_axillaris,Competitively Rare
Eugenia_biflora,Relict
Eugenia_florida,Common
Eugenia_involucrata,Relict
Eugenia_punicifolia,Competitively Rare
Eugenia_reinwardtiana,Relict
Eugenia_stahlii,Competitively Rare
Euonymus_alatus,Common
Euonymus_europaeus,Potentially Invasive
Euonymus_hamiltonianus,Common
Euonymus_japonicus,Common
Eupatorium_altissimum,Potentially Invasive
Euphorbia_brachycera,Competitively Rare
Euphorbia_characias,Common
Euphorbia_corollata,Common
Euphorbia_cyparissias,Common
Euphorbia_dentata,Common
Euphorbia_drummondii,Common
Euphorbia_epithymoides,Common
Euphorbia_esula,Common
Euphorbia_exigua,Common
Euphorbia_falcata,Common
Euphorbia_fendleri,Common
Euphorbia_glyptosperma,Common
Euphorbia_helioscopia,Common
Euphorbia_humifusa,Common
Euphorbia_lamarckii,Competitively Rare
Euphorbia_marginata,Common
Euphorbia_missurica,Common
Euphorbia_myrsinites,Common
Euphorbia_nicaeensis,Common
Euphorbia_nutans,Common
Euphorbia_peplus,Common
Euphorbia_segetalis,Common
Euphorbia_serrata,Common
Euphorbia_terracina,Common
Euphrasia_collina,Common
Euphrasia_frigida,Common
Euphrasia_minima,Common
Euphrasia_officinalis,Common
Euphrasia_pectinata,Common
Euphrasia_picta,Competitively Rare
Euphrasia_salisburgensis,Common
Euphrasia_stricta,Competitively Rare
Eupomatia_laurina,Adaptable Survivor
Euroschinus_falcatus,Common
Eurybia_paludosa,Competitively Rare
Eustrephus_latifolius,Adaptable Survivor
Eutaxia_microphylla,Adaptable Survivor
Evolvulus_nuttallianus,Adaptable Survivor
Ewartia_nubigena,Competitively Rare
Exocarpos_latifolius,Adaptable Survivor
Exocarpos_strictus,Adaptable Survivor
Fagonia_cretica,Relict
Fagraea_fragrans,Relict
Fagus_crenata,Adaptable Survivor
Falcaria_vulgaris,Common
Fallopia_convolvulus,Common
Faramea_occidentalis,Relict
Fatsia_japonica,Common
Festuca_alpina,Competitively Rare
Festuca_amethystina,Common
Festuca_ampla,Common
Festuca_baffinensis,Competitively Rare
Festuca_brunnescens,Competitively Rare
Festuca_circummediterranea,Competitively Rare
Festuca_halleri,Competitively Rare
Festuca_laevigata,Competitively Rare
Festuca_quadriflora,Competitively Rare
Festuca_rupicola,Common
Festuca_stricta,Common
Festuca_trachyphylla,Common
Festuca_violacea,Competitively Rare
Ficaria_verna,Adaptable Survivor
Ficus_americana,Competitively Rare
Ficus_auriculata,Competitively Rare
Ficus_benjamina,Common
Ficus_callosa,Competitively Rare
Ficus_fulva,Endemic
Ficus_hirta,Competitively Rare
Ficus_insipida,Common
Ficus_leptoclada,Competitively Rare
Ficus_lutea,Common
Ficus_maxima,Competitively Rare
Ficus_microcarpa,Potentially Invasive
Ficus_obliqua,Common
Ficus_obtusifolia,Competitively Rare
Ficus_opposita,Common
Ficus_pedunculosa,Competitively Rare
Ficus_racemosa,Common
Ficus_religiosa,Common
Ficus_semicordata,Competitively Rare
Ficus_tinctoria,Competitively Rare
Ficus_trigonata,Competitively Rare
Filago_vulgaris,Common
Filipendula_ulmaria,Keystone
Fimbristylis_caespitosa,Competitively Rare
Flagellaria_indica,Adaptable Survivor
Flindersia_pimenteliana,Relict
Flueggea_virosa,Adaptable Survivor
Foeniculum_vulgare,Common
Foeniculum_vulgare_subsp._piperitum,Competitively Rare
Fragaria_moschata,Common
Fragaria_virginiana,Common
Fragaria_viridis,Common
Frangula_californica,Common
Frangula_purshiana,Potentially Invasive
Frasera_speciosa,Common
Fraxinus_angustifolia,Common
Fraxinus_pennsylvanica,Potentially Invasive
Fraxinus_uhdei,Common
Fritillaria_meleagris,Adaptable Survivor
Fumana_ericoides,Common
Fumana_laevipes,Competitively Rare
Fumana_procumbens,Common
Fumana_scoparia,Competitively Rare
Fumana_thymifolia,Common
Fumaria_muralis,Common
Fumaria_officinalis,Potentially Invasive
Fuscospora_solandri,Endemic
Fuscospora_truncata,Competitively Rare
Gagea_lutea,Common
Gagea_minima,Common
Gagea_serotina,Common
Gaillardia_pinnatifida,Common
Galactia_regularis,Adaptable Survivor
Galanthus_nivalis,Common
Galatella_linosyris,Common
Galatella_sedifolia,Common
Galega_officinalis,Adaptable Survivor
Galeopsis_tetrahit,Common
Galinsoga_parviflora,Common
Galinsoga_quadriradiata,Common
Galium_album,Common
Galium_divaricatum,Common
Galium_glaucum,Common
Galium_lucidum,Common
Galium_mollugo,Potentially Invasive
Galium_murale,Common
Galium_noricum,Competitively Rare
Galium_palustre,Common
Galium_pumilum,Common
Galium_saxatile,Common
Galium_sterneri,Competitively Rare
Galium_tricornutum,Common
Galium_triflorum,Common
Garcinia_intermedia,Endemic
Garcinia_macrophylla,Endemic
Garcinia_portoricensis,Relict
Garrya_elliptica,Adaptable Survivor
Gastrolobium_grandiflorum,Relict
Gaultheria_antipoda,Potentially Invasive
Gaultheria_crassa,Common
Gaultheria_depressa,Common
Gaultheria_hispida,Competitively Rare
Gaultheria_nubicola,Competitively Rare
Geniostoma_rupestre,Relict
Genipa_americana,Common
Genista_anglica,Competitively Rare
Genista_cinerea,Common
Genista_pilosa,Common
Genista_scorpius,Common
Genista_tinctoria,Common
Gentiana_acaulis,Common
Gentiana_bavarica,Competitively Rare
Gentiana_macrophylla,Common
Gentiana_nivalis,Common
Gentiana_pneumonanthe,Common
Gentiana_puberulenta,Common
Gentiana_punctata,Competitively Rare
Gentiana_pyrenaica,Competitively Rare
Gentiana_septemfida,Common
Gentiana_verna,Common
Gentianella_amarella,Common
Gentianella_austriaca,Competitively Rare
Gentianella_germanica,Common
Gentianella_muelleriana,Competitively Rare
Gentianella_uliginosa,Competitively Rare
Geranium_antrorsum,Competitively Rare
Geranium_caespitosum,Common
Geranium_carolinianum,Common
Geranium_columbinum,Common
Geranium_gymnocaulon,Endemic
Geranium_lucidum,Common
Geranium_molle,Common
Geranium_palustre,Common
Geranium_pratense,Common
Geranium_purpureum,Common
Geranium_pusillum,Common
Geranium_pyrenaicum,Common
Geranium_sylvaticum,Common
Geropogon_hybridus,Common
Geum_leiospermum,Relict
Geum_montanum,Common
Geum_reptans,Adaptable Survivor
Geum_rossii,Relict
Geum_urbanum,Common
Gillbeea_adenopetala,Relict
Gladiolus_imbricatus,Common
Gladiolus_italicus,Common
Glandularia_bipinnatifida,Common
Glaucium_corniculatum,Adaptable Survivor
Glebionis_coronaria,Common
Glechoma_hederacea,Common
Glechoma_hirsuta,Common
Gliricidia_sepium,Adaptable Survivor
Globularia_alypum,Common
Globularia_meridionalis,Competitively Rare
Globularia_nudicaulis,Common
Globularia_punctata,Common
Globularia_repens,Competitively Rare
Globularia_vulgaris,Common
Glochidion_castaneum,Competitively Rare
Glyceria_declinata,Common
Glyceria_fluitans,Common
Glyceria_maxima,Common
Glyceria_notata,Common
Glycine_max,Common
Glycyrrhiza_uralensis,Adaptable Survivor
Gnaphalium_uliginosum,Common
Gnetum_gnemon,Relict
Gomphandra_australiana,Classically Rare
Gompholobium_glabratum,Relict
Gompholobium_grandiflorum,Relict
Gompholobium_latifolium,Adaptable Survivor
Goodenia_cycloptera,Common
Goodenia_glauca,Common
Goodenia_heterochila,Competitively Rare
Goodenia_pinnatifida,Common
Goodenia_pusilliflora,Common
Goodenia_willisiana,Common
Gossia_bidwillii,Adaptable Survivor
Gossypium_hirsutum,Common
Goupia_glabra,Relict
Grevillea_australis,Competitively Rare
Grevillea_buxifolia,Competitively Rare
Grevillea_glauca,Competitively Rare
Grevillea_linearifolia,Competitively Rare
Grewia_bicolor,Common
Grewia_flava,Common
Grewia_monticola,Common
Guaiacum_officinale,Adaptable Survivor
Guarea_glabra,Endemic
Guarea_grandifolia,Endemic
Guarea_guidonia,Endemic
Guarea_kunthiana,Competitively Rare
Guarea_macrophylla,Endemic
Guatteria_amplifolia,Competitively Rare
Guatteria_australis,Competitively Rare
Guettarda_speciosa,Potentially Invasive
Guettarda_valenzuelana,Competitively Rare
Guioa_acutifolia,Competitively Rare
Guioa_lasioneura,Competitively Rare
Guizotia_abyssinica,Common
Gustavia_augusta,Classically Rare
Gustavia_hexapetala,Relict
Gymnanthes_lucida,Competitively Rare
Gymnosporia_heterophylla,Endemic
Gymnosporia_senegalensis,Potentially Invasive
Gynochthodes_jasminoides,Common
Gypsophila_elegans,Common
Gypsophila_fastigiata,Relict
Gypsophila_paniculata,Common
Gypsophila_repens,Common
Gypsophila_scorzonerifolia,Relict
Hakea_ambigua,Competitively Rare
Hakea_anadenia,Competitively Rare
Hakea_circumalata,Competitively Rare
Hakea_conchifolia,Competitively Rare
Hakea_costata,Competitively Rare
Hakea_cristata,Competitively Rare
Hakea_cucullata,Competitively Rare
Hakea_dactyloides,Competitively Rare
Hakea_denticulata,Competitively Rare
Hakea_ferruginea,Competitively Rare
Hakea_florida,Competitively Rare
Hakea_francisiana,Competitively Rare
Hakea_laurina,Common
Hakea_lehmanniana,Competitively Rare
Hakea_linearis,Competitively Rare
Hakea_lissocarpha,Common
Hakea_lissosperma,Competitively Rare
Hakea_marginata,Competitively Rare
Hakea_megalosperma,Competitively Rare
Hakea_microcarpa,Common
Hakea_multilineata,Competitively Rare
Hakea_nitida,Competitively Rare
Hakea_obtusa,Competitively Rare
Hakea_petiolaris,Competitively Rare
Hakea_prostrata,Common
Hakea_psilorrhyncha,Competitively Rare
Hakea_pycnoneura,Competitively Rare
Hakea_ruscifolia,Competitively Rare
Hakea_salicifolia,Common
Hakea_stenocarpa,Competitively Rare
Hakea_subsulcata,Competitively Rare
Hakea_tephrosperma,Common
Hakea_teretifolia,Competitively Rare
Hakea_victoria,Competitively Rare
Halenia_corniculata,Common
Halesia_diptera,Keystone
Halgania_cyanea,Adaptable Survivor
Halimium_calycinum,Competitively Rare
Halimium_umbellatum,Common
Halogeton_alopecuroides,Competitively Rare
Haloxylon_ammodendron,Competitively Rare
Haloxylon_persicum,Competitively Rare
Haloxylon_scoparium,Competitively Rare
Hamamelis_japonica,Adaptable Survivor
Hamamelis_virginiana,Keystone
Handroanthus_chrysanthus,Common
Handroanthus_guayacan,Endemic
Handroanthus_serratifolius,Competitively Rare
Hardenbergia_comptoniana,Competitively Rare
Hardenbergia_violacea,Common
Harmsiodoxa_blennodioides,Common
Harmsiodoxa_puberula,Competitively Rare
Harpephyllum_caffrum,Common
Harpochloa_falx,Competitively Rare
Harpullia_pendula,Keystone
Harrimanella_hypnoides,Adaptable Survivor
Harungana_madagascariensis,Competitively Rare
Hazardia_squarrosa,Competitively Rare
Hectorella_caespitosa,Relict
Hedycarya_loxocarya,Competitively Rare
Hedysarum_caucasicum,Competitively Rare
Hedysarum_hedysaroides,Common
Heisteria_acuminata,Relict
Helianthemum_aegyptiacum,Common
Helianthemum_alpestre,Common
Helianthemum_hirtum,Common
Helianthemum_lippii,Competitively Rare
Helianthemum_oelandicum,Adaptable Survivor
Helianthemum_squamatum,Competitively Rare
Helianthemum_syriacum,Common
Helianthus_annuus,Potentially Invasive
Helianthus_hirsutus,Common
Helichrysum_arenarium,Common
Helichrysum_italicum,Common
Helichrysum_italicum_subsp._picardii,Competitively Rare
Helichrysum_italicum_subsp._serotinum,Competitively Rare
Helichrysum_stoechas,Common
Helictochloa_bromoides,Competitively Rare
Helictotrichon_cantabricum,Competitively Rare
Helleborus_foetidus,Common
Helleborus_niger,Common
Helleborus_viridis,Common
Helosciadium_nodiflorum,Common
Hemigenia_purpurea,Competitively Rare
Henriettea_squamulosa,Competitively Rare
Heracleum_mantegazzianum,Potentially Invasive
Heracleum_sphondylium,Potentially Invasive
Herniaria_fontanesii,Relict
Heteromeles_arbutifolia,Common
Heuchera_parvifolia,Common
Heuchera_richardsonii,Common
Hevea_brasiliensis,Relict
Hibbertia_bracteata,Relict
Hibbertia_dentata,Common
Hibbertia_fasciculata,Common
Hibbertia_linearis,Adaptable Survivor
Hibbertia_riparia,Adaptable Survivor
Hibbertia_scandens,Common
Hibiscus_rosa-sinensis,Common
Hibiscus_sturtii,Common
Hibiscus_trionum,Potentially Invasive
Hieracium_alpinum,Common
Hieracium_bupleuroides,Competitively Rare
Hieracium_laevigatum,Competitively Rare
Hieracium_murorum,Common
Hieracium_prenanthoides,Competitively Rare
Hieracium_schmidtii,Common
Hieracium_umbellatum,Common
Hieronyma_oblonga,Relict
Hippocrepis_ciliata,Competitively Rare
Hippocrepis_comosa,Common
Hippophae_rhamnoides,Keystone
Hirtella_americana,Competitively Rare
Hirtella_hebeclada,Competitively Rare
Hirtella_racemosa,Competitively Rare
Hirtella_rugosa,Competitively Rare
Hirtella_triandra,Competitively Rare
Holosteum_umbellatum,Common
Homalanthus_novoguineensis,Competitively Rare
Homogyne_alpina,Common
Homogyne_discolor,Competitively Rare
Honckenya_peploides,Adaptable Survivor
Hopea_odorata,Competitively Rare
Hordeum_bulbosum,Endemic
Hordeum_comosum,Competitively Rare
Hordeum_jubatum,Common
Hordeum_murinum_subsp._leporinum,Common
Hordeum_secalinum,Common
Hordeum_vulgare,Potentially Invasive
Hormathophylla_lapeyrousiana,Common
Hormathophylla_spinosa,Common
Hornungia_alpina,Common
Hornungia_petraea,Common
Hottonia_palustris,Adaptable Survivor
Houstonia_wrightii,Common
Hovea_lanceolata,Adaptable Survivor
Hovea_montana,Relict
Huberantha_nitidissima,Adaptable Survivor
Humulus_scandens,Adaptable Survivor
Hura_crepitans,Keystone
Hyacinthoides_hispanica,Common
Hydrangea_arborescens,Adaptable Survivor
Hydrangea_macrophylla,Adaptable Survivor
Hydrangea_quercifolia,Adaptable Survivor
Hydrocotyle_ranunculoides,Adaptable Survivor
Hymenocardia_ulmoides,Relict
Hymenothrix_dissecta,Common
Hymenoxys_hoopesii,Common
Hyparrhenia_hirta,Common
Hypelate_trifoliata,Relict
Hypericum_balearicum,Endemic
Hypericum_calycinum,Common
Hypericum_empetrifolium,Competitively Rare
Hypericum_gramineum,Adaptable Survivor
Hypericum_hircinum,Common
Hypericum_hirsutum,Common
Hypericum_linarioides,Competitively Rare
Hypericum_maculatum,Common
Hypericum_perfoliatum,Common
Hypericum_perforatum,Common
Hypericum_pulchrum,Common
Hypericum_reflexum,Competitively Rare
Hypericum_richeri,Competitively Rare
Hypericum_tetrapterum,Common
Hypochaeris_radicata,Common
Hyptis_alata,Common
Idesia_polycarpa,Relict
Ilex_aquifolium,Keystone
Ilex_dumosa,Adaptable Survivor
Ilex_integra,Adaptable Survivor
Ilex_inundata,Relict
Ilex_memecylifolia,Relict
Ilex_mitis,Adaptable Survivor
Ilex_montana,Adaptable Survivor
Ilex_paraguariensis,Adaptable Survivor
Ilex_pedunculosa,Adaptable Survivor
Ilex_sideroxyloides,Relict
Illicium_anisatum,Adaptable Survivor
Illicium_floridanum,Adaptable Survivor
Imperata_cylindrica,Common
Inga_acreana,Competitively Rare
Inga_capitata,Competitively Rare
Inga_edulis,Common
Inga_laurina,Common
Inga_leiocalycina,Endemic
Inga_marginata,Competitively Rare
Inga_multijuga,Competitively Rare
Inga_oerstediana,Endemic
Inga_pezizifera,Endemic
Inga_punctata,Competitively Rare
Inga_rubiginosa,Competitively Rare
Inga_thibaudiana,Competitively Rare
Inga_vera,Common
Inula_conyza,Common
Ipomoea_pandurata,Common
Ipomopsis_aggregata,Adaptable Survivor
Iris_aphylla,Common
Iris_domestica,Common
Iris_graminea,Common
Iris_pseudacorus,Common
Iris_pumila,Common
Iris_sibirica,Common
Isatis_lusitanica,Competitively Rare
Isatis_tinctoria,Common
Isertia_laevis,Competitively Rare
Isoetopsis_graminifolia,Common
Isolepis_aucklandica,Common
Isolepis_crassiuscula,Competitively Rare
Isolepis_montivaga,Competitively Rare
Isolepis_setacea,Common
Isopogon_anemonifolius,Competitively Rare
Ixora_ferrea,Competitively Rare
Ixora_timorensis,Common
Jacaranda_copaia,Competitively Rare
